dataset,target_snr_db,noise_seed,packet_index,payload_symbol_index,gt_raw_bin,savaux_top1_raw_bin,phase_line_raw_bin,gt_symbol,savaux_top1_symbol,phase_line_symbol,gt_in_evidence_top40_raw,gt_in_actual_viterbi_candidates_raw,evidence_topk_size,actual_viterbi_candidate_count,effective_top_l,pre_hard_anchor_count,hard_anchor_rmse_pi,raw_category,symbol_category
0_0_0_10_14_16,-22.0,42,6,17,656,656,656,655,655,655,1,1,40,1,40,35,0.2595594479576337,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,6,18,889,725,725,888,724,724,1,0,40,1,40,35,0.2595594479576337,D_gt_not_in_viterbi_candidates,D_gt_not_in_viterbi_candidates
0_0_0_10_14_16,-22.0,42,6,19,510,510,510,509,509,509,1,1,40,1,40,35,0.2595594479576337,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,6,20,860,860,860,859,859,859,1,1,40,1,40,35,0.2595594479576337,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,6,21,553,553,553,552,552,552,1,1,40,1,40,35,0.2595594479576337,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,6,22,629,629,629,628,628,628,1,1,40,1,40,35,0.2595594479576337,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,6,23,759,759,759,758,758,758,1,1,40,1,40,35,0.2595594479576337,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,6,24,874,874,874,873,873,873,1,1,40,1,40,35,0.2595594479576337,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,6,25,720,720,720,719,719,719,1,1,40,1,40,35,0.2595594479576337,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,6,26,314,314,314,313,313,313,1,1,40,1,40,35,0.2595594479576337,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,6,27,602,602,602,601,601,601,1,1,40,1,40,35,0.2595594479576337,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,6,28,7,7,7,6,6,6,1,1,40,1,40,35,0.2595594479576337,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,6,29,610,610,610,609,609,609,1,1,40,1,40,35,0.2595594479576337,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,6,30,791,791,791,790,790,790,1,1,40,1,40,35,0.2595594479576337,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,6,31,928,928,928,927,927,927,1,1,40,1,40,35,0.2595594479576337,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,6,32,760,760,760,759,759,759,1,1,40,1,40,35,0.2595594479576337,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,6,33,584,584,584,583,583,583,1,1,40,1,40,35,0.2595594479576337,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,6,34,932,932,932,931,931,931,1,1,40,1,40,35,0.2595594479576337,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,0,803,803,803,802,802,802,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,1,711,711,711,710,710,710,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,2,922,922,922,921,921,921,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,3,691,691,691,690,690,690,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,4,86,86,86,85,85,85,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,5,468,468,468,467,467,467,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,6,89,89,89,88,88,88,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,7,713,713,713,712,712,712,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,8,865,865,865,864,864,864,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,9,492,492,492,491,491,491,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,10,765,765,765,764,764,764,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,11,1023,1023,1023,1022,1022,1022,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,12,597,597,597,596,596,596,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,13,562,562,562,561,561,561,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,14,478,478,478,477,477,477,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,15,267,267,267,266,266,266,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,16,917,917,917,916,916,916,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,17,656,656,656,655,655,655,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,18,889,889,889,888,888,888,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,19,510,510,510,509,509,509,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,20,860,860,860,859,859,859,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,21,553,553,553,552,552,552,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,22,629,629,629,628,628,628,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,23,759,759,759,758,758,758,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,24,874,874,874,873,873,873,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,25,720,720,720,719,719,719,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,26,314,314,314,313,313,313,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,27,602,602,602,601,601,601,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,28,7,7,7,6,6,6,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,29,610,610,610,609,609,609,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,30,775,775,775,774,774,774,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,31,920,920,920,919,919,919,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,32,753,753,753,752,752,752,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,33,586,586,586,585,585,585,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,8,34,91,91,91,90,90,90,1,1,40,1,40,35,0.20708405429872798,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,0,222,222,222,221,221,221,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,1,826,826,826,825,825,825,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,2,922,922,922,921,921,921,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,3,691,691,691,690,690,690,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,4,86,86,86,85,85,85,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,5,468,468,468,467,467,467,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,6,89,89,89,88,88,88,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,7,713,713,713,712,712,712,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,8,865,865,865,864,864,864,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,9,492,492,492,491,491,491,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,10,765,765,765,764,764,764,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,11,1023,1023,1023,1022,1022,1022,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,12,597,597,597,596,596,596,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,13,562,562,562,561,561,561,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,14,478,478,478,477,477,477,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,15,267,267,267,266,266,266,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,16,917,917,917,916,916,916,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,17,656,656,656,655,655,655,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,18,889,111,1006,888,110,1005,1,1,40,40,40,34,0.20883367824639398,E_gt_in_viterbi_candidates_phase_miss,E_gt_in_viterbi_candidates_phase_miss
0_0_0_10_14_16,-22.0,42,9,19,510,510,510,509,509,509,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,20,860,860,860,859,859,859,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,21,553,553,553,552,552,552,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,22,629,629,629,628,628,628,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,23,759,759,759,758,758,758,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,24,874,874,874,873,873,873,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,25,720,720,720,719,719,719,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,26,314,314,314,313,313,313,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,27,602,602,602,601,601,601,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,28,7,7,7,6,6,6,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,29,610,610,610,609,609,609,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,30,794,794,794,793,793,793,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,31,905,905,905,904,904,904,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,32,741,741,741,740,740,740,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,33,580,580,580,579,579,579,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,9,34,89,89,89,88,88,88,1,1,40,1,40,34,0.20883367824639398,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,0,803,803,803,802,802,802,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,1,826,826,826,825,825,825,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,2,922,922,922,921,921,921,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,3,691,691,691,690,690,690,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,4,107,107,107,106,106,106,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,5,468,468,468,467,467,467,1,1,40,40,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,6,89,89,89,88,88,88,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,7,713,713,713,712,712,712,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,8,865,865,865,864,864,864,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,9,492,492,492,491,491,491,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,10,765,765,765,764,764,764,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,11,1023,1023,1023,1022,1022,1022,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,12,597,597,597,596,596,596,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,13,562,562,562,561,561,561,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,14,478,478,478,477,477,477,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,15,267,267,267,266,266,266,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,16,917,917,917,916,916,916,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,17,656,656,656,655,655,655,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,18,889,889,889,888,888,888,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,19,510,510,510,509,509,509,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,20,860,860,860,859,859,859,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,21,553,553,553,552,552,552,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,22,629,629,629,628,628,628,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,23,759,759,759,758,758,758,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,24,874,874,874,873,873,873,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,25,720,720,720,719,719,719,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,26,314,314,314,313,313,313,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,27,602,947,947,601,946,946,1,0,40,1,40,34,0.21504488734040822,D_gt_not_in_viterbi_candidates,D_gt_not_in_viterbi_candidates
0_0_0_10_14_16,-22.0,42,10,28,7,7,7,6,6,6,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,29,610,610,610,609,609,609,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,30,826,826,826,825,825,825,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,31,904,904,904,903,903,903,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,32,760,760,760,759,759,759,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,33,577,577,577,576,576,576,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,10,34,930,930,930,929,929,929,1,1,40,1,40,34,0.21504488734040822,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,0,222,222,222,221,221,221,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,1,711,711,711,710,710,710,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,2,871,871,871,870,870,870,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,3,691,691,691,690,690,690,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,4,86,86,86,85,85,85,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,5,468,468,468,467,467,467,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,6,89,89,89,88,88,88,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,7,713,713,713,712,712,712,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,8,865,865,865,864,864,864,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,9,492,492,492,491,491,491,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,10,765,765,765,764,764,764,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,11,1023,1023,1023,1022,1022,1022,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,12,597,597,597,596,596,596,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,13,562,562,562,561,561,561,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,14,478,478,478,477,477,477,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,15,267,267,267,266,266,266,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,16,917,917,917,916,916,916,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,17,656,656,656,655,655,655,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,18,889,889,889,888,888,888,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,19,510,510,510,509,509,509,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,20,860,860,860,859,859,859,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,21,553,553,553,552,552,552,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,22,629,629,629,628,628,628,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,23,759,759,759,758,758,758,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,24,874,874,874,873,873,873,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,25,720,720,720,719,719,719,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,26,314,314,314,313,313,313,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,27,602,602,602,601,601,601,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,28,7,7,7,6,6,6,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,29,610,610,610,609,609,609,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,30,823,823,823,822,822,822,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,31,905,905,905,904,904,904,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,32,748,748,748,747,747,747,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,33,586,586,586,585,585,585,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,11,34,93,93,93,92,92,92,1,1,40,1,40,35,0.8800446965135055,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,42,12,0,803,803,803,802,802,802,1,1,40,1,40,35,0.8988046639107402,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
